Book|Chapter|Verse|Text
John|16|1|ταῦτα λελάληκα ὑμῖν ἵνα μὴ σκανδαλισθῆτε.
John|16|2|ἀποσυναγώγους ποιήσουσιν ὑμᾶς· ἀλλ᾽ ἔρχεται ὥρα ἵνα πᾶς ὁ ἀποκτείνας ὑμᾶς δόξῃ λατρείαν προσφέρειν τῶ θεῶ.
John|16|3|καὶ ταῦτα ποιήσουσιν ὅτι οὐκ ἔγνωσαν τὸν πατέρα οὐδὲ ἐμέ.
John|16|4|ἀλλὰ ταῦτα λελάληκα ὑμῖν ἵνα ὅταν ἔλθῃ ἡ ὥρα αὐτῶν μνημονεύητε αὐτῶν ὅτι ἐγὼ εἶπον ὑμῖν. ταῦτα δὲ ὑμῖν ἐξ ἀρχῆς οὐκ εἶπον, ὅτι μεθ᾽ ὑμῶν ἤμην.
John|16|5|νῦν δὲ ὑπάγω πρὸς τὸν πέμψαντά με, καὶ οὐδεὶς ἐξ ὑμῶν ἐρωτᾷ με, ποῦ ὑπάγεις;
John|16|6|ἀλλ᾽ ὅτι ταῦτα λελάληκα ὑμῖν ἡ λύπη πεπλήρωκεν ὑμῶν τὴν καρδίαν.
John|16|7|ἀλλ᾽ ἐγὼ τὴν ἀλήθειαν λέγω ὑμῖν, συμφέρει ὑμῖν ἵνα ἐγὼ ἀπέλθω. ἐὰν γὰρ μὴ ἀπέλθω, ὁ παράκλητος οὐκ ἐλεύσεται πρὸς ὑμᾶς· ἐὰν δὲ πορευθῶ, πέμψω αὐτὸν πρὸς ὑμᾶς.
John|16|8|καὶ ἐλθὼν ἐκεῖνος ἐλέγξει τὸν κόσμον περὶ ἁμαρτίας καὶ περὶ δικαιοσύνης καὶ περὶ κρίσεως·
John|16|9|περὶ ἁμαρτίας μέν, ὅτι οὐ πιστεύουσιν εἰς ἐμέ·
John|16|10|περὶ δικαιοσύνης δέ, ὅτι πρὸς τὸν πατέρα ὑπάγω καὶ οὐκέτι θεωρεῖτέ με·
John|16|11|περὶ δὲ κρίσεως, ὅτι ὁ ἄρχων τοῦ κόσμου τούτου κέκριται.
John|16|12|ἔτι πολλὰ ἔχω ὑμῖν λέγειν, ἀλλ᾽ οὐ δύνασθε βαστάζειν ἄρτι·
John|16|13|ὅταν δὲ ἔλθῃ ἐκεῖνος, τὸ πνεῦμα τῆς ἀληθείας, ὁδηγήσει ὑμᾶς ἐν τῇ ἀληθείᾳ πάσῃ· οὐ γὰρ λαλήσει ἀφ᾽ ἑαυτοῦ, ἀλλ᾽ ὅσα ἀκούσει λαλήσει, καὶ τὰ ἐρχόμενα ἀναγγελεῖ ὑμῖν.
John|16|14|ἐκεῖνος ἐμὲ δοξάσει, ὅτι ἐκ τοῦ ἐμοῦ λήμψεται καὶ ἀναγγελεῖ ὑμῖν.
John|16|15|πάντα ὅσα ἔχει ὁ πατὴρ ἐμά ἐστιν· διὰ τοῦτο εἶπον ὅτι ἐκ τοῦ ἐμοῦ λαμβάνει καὶ ἀναγγελεῖ ὑμῖν.
John|16|16|μικρὸν καὶ οὐκέτι θεωρεῖτέ με, καὶ πάλιν μικρὸν καὶ ὄψεσθέ με.
John|16|17|εἶπαν οὗν ἐκ τῶν μαθητῶν αὐτοῦ πρὸς ἀλλήλους, τί ἐστιν τοῦτο ὃ λέγει ἡμῖν, μικρὸν καὶ οὐ θεωρεῖτέ με, καὶ πάλιν μικρὸν καὶ ὄψεσθέ με; καί, ὅτι ὑπάγω πρὸς τὸν πατέρα;
John|16|18|ἔλεγον οὗν, τί ἐστιν τοῦτο [ὃ λέγει], τὸ μικρόν; οὐκ οἴδαμεν τί λαλεῖ.
John|16|19|ἔγνω [ὁ] ἰησοῦς ὅτι ἤθελον αὐτὸν ἐρωτᾶν, καὶ εἶπεν αὐτοῖς, περὶ τούτου ζητεῖτε μετ᾽ ἀλλήλων ὅτι εἶπον, μικρὸν καὶ οὐ θεωρεῖτέ με, καὶ πάλιν μικρὸν καὶ ὄψεσθέ με;
John|16|20|ἀμὴν ἀμὴν λέγω ὑμῖν ὅτι κλαύσετε καὶ θρηνήσετε ὑμεῖς, ὁ δὲ κόσμος χαρήσεται· ὑμεῖς λυπηθήσεσθε, ἀλλ᾽ ἡ λύπη ὑμῶν εἰς χαρὰν γενήσεται.
John|16|21|ἡ γυνὴ ὅταν τίκτῃ λύπην ἔχει, ὅτι ἦλθεν ἡ ὥρα αὐτῆς· ὅταν δὲ γεννήσῃ τὸ παιδίον, οὐκέτι μνημονεύει τῆς θλίψεως διὰ τὴν χαρὰν ὅτι ἐγεννήθη ἄνθρωπος εἰς τὸν κόσμον.
John|16|22|καὶ ὑμεῖς οὗν νῦν μὲν λύπην ἔχετε· πάλιν δὲ ὄψομαι ὑμᾶς, καὶ χαρήσεται ὑμῶν ἡ καρδία, καὶ τὴν χαρὰν ὑμῶν οὐδεὶς αἴρει ἀφ᾽ ὑμῶν.
John|16|23|καὶ ἐν ἐκείνῃ τῇ ἡμέρᾳ ἐμὲ οὐκ ἐρωτήσετε οὐδέν. ἀμὴν ἀμὴν λέγω ὑμῖν, ἄν τι αἰτήσητε τὸν πατέρα ἐν τῶ ὀνόματί μου δώσει ὑμῖν.
John|16|24|ἕως ἄρτι οὐκ ᾐτήσατε οὐδὲν ἐν τῶ ὀνόματί μου· αἰτεῖτε καὶ λήμψεσθε, ἵνα ἡ χαρὰ ὑμῶν ᾖ πεπληρωμένη.
John|16|25|ταῦτα ἐν παροιμίαις λελάληκα ὑμῖν· ἔρχεται ὥρα ὅτε οὐκέτι ἐν παροιμίαις λαλήσω ὑμῖν ἀλλὰ παρρησίᾳ περὶ τοῦ πατρὸς ἀπαγγελῶ ὑμῖν.
John|16|26|ἐν ἐκείνῃ τῇ ἡμέρᾳ ἐν τῶ ὀνόματί μου αἰτήσεσθε, καὶ οὐ λέγω ὑμῖν ὅτι ἐγὼ ἐρωτήσω τὸν πατέρα περὶ ὑμῶν·
John|16|27|αὐτὸς γὰρ ὁ πατὴρ φιλεῖ ὑμᾶς, ὅτι ὑμεῖς ἐμὲ πεφιλήκατε καὶ πεπιστεύκατε ὅτι ἐγὼ παρὰ [τοῦ] θεοῦ ἐξῆλθον.
John|16|28|ἐξῆλθον παρὰ τοῦ πατρὸς καὶ ἐλήλυθα εἰς τὸν κόσμον· πάλιν ἀφίημι τὸν κόσμον καὶ πορεύομαι πρὸς τὸν πατέρα.
John|16|29|λέγουσιν οἱ μαθηταὶ αὐτοῦ, ἴδε νῦν ἐν παρρησίᾳ λαλεῖς, καὶ παροιμίαν οὐδεμίαν λέγεις.
John|16|30|νῦν οἴδαμεν ὅτι οἶδας πάντα καὶ οὐ χρείαν ἔχεις ἵνα τίς σε ἐρωτᾷ· ἐν τούτῳ πιστεύομεν ὅτι ἀπὸ θεοῦ ἐξῆλθες.
John|16|31|ἀπεκρίθη αὐτοῖς ἰησοῦς, ἄρτι πιστεύετε;
John|16|32|ἰδοὺ ἔρχεται ὥρα καὶ ἐλήλυθεν ἵνα σκορπισθῆτε ἕκαστος εἰς τὰ ἴδια κἀμὲ μόνον ἀφῆτε· καὶ οὐκ εἰμὶ μόνος, ὅτι ὁ πατὴρ μετ᾽ ἐμοῦ ἐστιν.
John|16|33|ταῦτα λελάληκα ὑμῖν ἵνα ἐν ἐμοὶ εἰρήνην ἔχητε· ἐν τῶ κόσμῳ θλῖψιν ἔχετε, ἀλλὰ θαρσεῖτε, ἐγὼ νενίκηκα τὸν κόσμον.
John|17|1|ταῦτα ἐλάλησεν ἰησοῦς, καὶ ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ εἰς τὸν οὐρανὸν εἶπεν, πάτερ, ἐλήλυθεν ἡ ὥρα· δόξασόν σου τὸν υἱόν, ἵνα ὁ υἱὸς δοξάσῃ σέ,
John|17|2|καθὼς ἔδωκας αὐτῶ ἐξουσίαν πάσης σαρκός, ἵνα πᾶν ὃ δέδωκας αὐτῶ δώσῃ αὐτοῖς ζωὴν αἰώνιον.
John|17|3|αὕτη δέ ἐστιν ἡ αἰώνιος ζωή, ἵνα γινώσκωσιν σὲ τὸν μόνον ἀληθινὸν θεὸν καὶ ὃν ἀπέστειλας ἰησοῦν χριστόν.
John|17|4|ἐγώ σε ἐδόξασα ἐπὶ τῆς γῆς, τὸ ἔργον τελειώσας ὃ δέδωκάς μοι ἵνα ποιήσω·
John|17|5|καὶ νῦν δόξασόν με σύ, πάτερ, παρὰ σεαυτῶ τῇ δόξῃ ᾗ εἶχον πρὸ τοῦ τὸν κόσμον εἶναι παρὰ σοί.
John|17|6|ἐφανέρωσά σου τὸ ὄνομα τοῖς ἀνθρώποις οὓς ἔδωκάς μοι ἐκ τοῦ κόσμου. σοὶ ἦσαν κἀμοὶ αὐτοὺς ἔδωκας, καὶ τὸν λόγον σου τετήρηκαν.
John|17|7|νῦν ἔγνωκαν ὅτι πάντα ὅσα δέδωκάς μοι παρὰ σοῦ εἰσιν·
John|17|8|ὅτι τὰ ῥήματα ἃ ἔδωκάς μοι δέδωκα αὐτοῖς, καὶ αὐτοὶ ἔλαβον καὶ ἔγνωσαν ἀληθῶς ὅτι παρὰ σοῦ ἐξῆλθον, καὶ ἐπίστευσαν ὅτι σύ με ἀπέστειλας.
John|17|9|ἐγὼ περὶ αὐτῶν ἐρωτῶ· οὐ περὶ τοῦ κόσμου ἐρωτῶ ἀλλὰ περὶ ὧν δέδωκάς μοι, ὅτι σοί εἰσιν,
John|17|10|καὶ τὰ ἐμὰ πάντα σά ἐστιν καὶ τὰ σὰ ἐμά, καὶ δεδόξασμαι ἐν αὐτοῖς.
John|17|11|καὶ οὐκέτι εἰμὶ ἐν τῶ κόσμῳ, καὶ αὐτοὶ ἐν τῶ κόσμῳ εἰσίν, κἀγὼ πρὸς σὲ ἔρχομαι. πάτερ ἅγιε, τήρησον αὐτοὺς ἐν τῶ ὀνόματί σου ᾧ δέδωκάς μοι, ἵνα ὦσιν ἓν καθὼς ἡμεῖς.
John|17|12|ὅτε ἤμην μετ᾽ αὐτῶν ἐγὼ ἐτήρουν αὐτοὺς ἐν τῶ ὀνόματί σου ᾧ δέδωκάς μοι, καὶ ἐφύλαξα, καὶ οὐδεὶς ἐξ αὐτῶν ἀπώλετο εἰ μὴ ὁ υἱὸς τῆς ἀπωλείας, ἵνα ἡ γραφὴ πληρωθῇ.
John|17|13|νῦν δὲ πρὸς σὲ ἔρχομαι, καὶ ταῦτα λαλῶ ἐν τῶ κόσμῳ ἵνα ἔχωσιν τὴν χαρὰν τὴν ἐμὴν πεπληρωμένην ἐν ἑαυτοῖς.
John|17|14|ἐγὼ δέδωκα αὐτοῖς τὸν λόγον σου, καὶ ὁ κόσμος ἐμίσησεν αὐτούς, ὅτι οὐκ εἰσὶν ἐκ τοῦ κόσμου καθὼς ἐγὼ οὐκ εἰμὶ ἐκ τοῦ κόσμου.
John|17|15|οὐκ ἐρωτῶ ἵνα ἄρῃς αὐτοὺς ἐκ τοῦ κόσμου ἀλλ᾽ ἵνα τηρήσῃς αὐτοὺς ἐκ τοῦ πονηροῦ.
John|17|16|ἐκ τοῦ κόσμου οὐκ εἰσὶν καθὼς ἐγὼ οὐκ εἰμὶ ἐκ τοῦ κόσμου.
John|17|17|ἁγίασον αὐτοὺς ἐν τῇ ἀληθείᾳ· ὁ λόγος ὁ σὸς ἀλήθειά ἐστιν.
John|17|18|καθὼς ἐμὲ ἀπέστειλας εἰς τὸν κόσμον, κἀγὼ ἀπέστειλα αὐτοὺς εἰς τὸν κόσμον·
John|17|19|καὶ ὑπὲρ αὐτῶν [ἐγὼ] ἁγιάζω ἐμαυτόν, ἵνα ὦσιν καὶ αὐτοὶ ἡγιασμένοι ἐν ἀληθείᾳ.
John|17|20|οὐ περὶ τούτων δὲ ἐρωτῶ μόνον, ἀλλὰ καὶ περὶ τῶν πιστευόντων διὰ τοῦ λόγου αὐτῶν εἰς ἐμέ,
John|17|21|ἵνα πάντες ἓν ὦσιν, καθὼς σύ, πάτερ, ἐν ἐμοὶ κἀγὼ ἐν σοί, ἵνα καὶ αὐτοὶ ἐν ἡμῖν ὦσιν, ἵνα ὁ κόσμος πιστεύῃ ὅτι σύ με ἀπέστειλας.
John|17|22|κἀγὼ τὴν δόξαν ἣν δέδωκάς μοι δέδωκα αὐτοῖς, ἵνα ὦσιν ἓν καθὼς ἡμεῖς ἕν,
John|17|23|ἐγὼ ἐν αὐτοῖς καὶ σὺ ἐν ἐμοί, ἵνα ὦσιν τετελειωμένοι εἰς ἕν, ἵνα γινώσκῃ ὁ κόσμος ὅτι σύ με ἀπέστειλας καὶ ἠγάπησας αὐτοὺς καθὼς ἐμὲ ἠγάπησας.
John|17|24|πάτερ, ὃ δέδωκάς μοι, θέλω ἵνα ὅπου εἰμὶ ἐγὼ κἀκεῖνοι ὦσιν μετ᾽ ἐμοῦ, ἵνα θεωρῶσιν τὴν δόξαν τὴν ἐμὴν ἣν δέδωκάς μοι, ὅτι ἠγάπησάς με πρὸ καταβολῆς κόσμου.
John|17|25|πάτερ δίκαιε, καὶ ὁ κόσμος σε οὐκ ἔγνω, ἐγὼ δέ σε ἔγνων, καὶ οὖτοι ἔγνωσαν ὅτι σύ με ἀπέστειλας,
John|17|26|καὶ ἐγνώρισα αὐτοῖς τὸ ὄνομά σου καὶ γνωρίσω, ἵνα ἡ ἀγάπη ἣν ἠγάπησάς με ἐν αὐτοῖς ᾖ κἀγὼ ἐν αὐτοῖς.
John|18|1|ταῦτα εἰπὼν ἰησοῦς ἐξῆλθεν σὺν τοῖς μαθηταῖς αὐτοῦ πέραν τοῦ χειμάρρου τοῦ κεδρὼν ὅπου ἦν κῆπος, εἰς ὃν εἰσῆλθεν αὐτὸς καὶ οἱ μαθηταὶ αὐτοῦ.
John|18|2|ᾔδει δὲ καὶ ἰούδας ὁ παραδιδοὺς αὐτὸν τὸν τόπον, ὅτι πολλάκις συνήχθη ἰησοῦς ἐκεῖ μετὰ τῶν μαθητῶν αὐτοῦ.
John|18|3|ὁ οὗν ἰούδας λαβὼν τὴν σπεῖραν καὶ ἐκ τῶν ἀρχιερέων καὶ ἐκ τῶν φαρισαίων ὑπηρέτας ἔρχεται ἐκεῖ μετὰ φανῶν καὶ λαμπάδων καὶ ὅπλων.
John|18|4|ἰησοῦς οὗν εἰδὼς πάντα τὰ ἐρχόμενα ἐπ᾽ αὐτὸν ἐξῆλθεν καὶ λέγει αὐτοῖς, τίνα ζητεῖτε;
John|18|5|ἀπεκρίθησαν αὐτῶ, ἰησοῦν τὸν ναζωραῖον. λέγει αὐτοῖς, ἐγώ εἰμι. εἱστήκει δὲ καὶ ἰούδας ὁ παραδιδοὺς αὐτὸν μετ᾽ αὐτῶν.
John|18|6|ὡς οὗν εἶπεν αὐτοῖς, ἐγώ εἰμι, ἀπῆλθον εἰς τὰ ὀπίσω καὶ ἔπεσαν χαμαί.
John|18|7|πάλιν οὗν ἐπηρώτησεν αὐτούς, τίνα ζητεῖτε; οἱ δὲ εἶπαν, ἰησοῦν τὸν ναζωραῖον.
John|18|8|ἀπεκρίθη ἰησοῦς, εἶπον ὑμῖν ὅτι ἐγώ εἰμι· εἰ οὗν ἐμὲ ζητεῖτε, ἄφετε τούτους ὑπάγειν·
John|18|9|ἵνα πληρωθῇ ὁ λόγος ὃν εἶπεν ὅτι οὓς δέδωκάς μοι οὐκ ἀπώλεσα ἐξ αὐτῶν οὐδένα.
John|18|10|σίμων οὗν πέτρος ἔχων μάχαιραν εἵλκυσεν αὐτὴν καὶ ἔπαισεν τὸν τοῦ ἀρχιερέως δοῦλον καὶ ἀπέκοψεν αὐτοῦ τὸ ὠτάριον τὸ δεξιόν. ἦν δὲ ὄνομα τῶ δούλῳ μάλχος.
John|18|11|εἶπεν οὗν ὁ ἰησοῦς τῶ πέτρῳ, βάλε τὴν μάχαιραν εἰς τὴν θήκην· τὸ ποτήριον ὃ δέδωκέν μοι ὁ πατὴρ οὐ μὴ πίω αὐτό;
John|18|12|ἡ οὗν σπεῖρα καὶ ὁ χιλίαρχος καὶ οἱ ὑπηρέται τῶν ἰουδαίων συνέλαβον τὸν ἰησοῦν καὶ ἔδησαν αὐτὸν
John|18|13|καὶ ἤγαγον πρὸς ἅνναν πρῶτον· ἦν γὰρ πενθερὸς τοῦ καϊάφα, ὃς ἦν ἀρχιερεὺς τοῦ ἐνιαυτοῦ ἐκείνου·
John|18|14|ἦν δὲ καϊάφας ὁ συμβουλεύσας τοῖς ἰουδαίοις ὅτι συμφέρει ἕνα ἄνθρωπον ἀποθανεῖν ὑπὲρ τοῦ λαοῦ.
John|18|15|ἠκολούθει δὲ τῶ ἰησοῦ σίμων πέτρος καὶ ἄλλος μαθητής. ὁ δὲ μαθητὴς ἐκεῖνος ἦν γνωστὸς τῶ ἀρχιερεῖ, καὶ συνεισῆλθεν τῶ ἰησοῦ εἰς τὴν αὐλὴν τοῦ ἀρχιερέως,
John|18|16|ὁ δὲ πέτρος εἱστήκει πρὸς τῇ θύρᾳ ἔξω. ἐξῆλθεν οὗν ὁ μαθητὴς ὁ ἄλλος ὁ γνωστὸς τοῦ ἀρχιερέως καὶ εἶπεν τῇ θυρωρῶ καὶ εἰσήγαγεν τὸν πέτρον.
John|18|17|λέγει οὗν τῶ πέτρῳ ἡ παιδίσκη ἡ θυρωρός, μὴ καὶ σὺ ἐκ τῶν μαθητῶν εἶ τοῦ ἀνθρώπου τούτου; λέγει ἐκεῖνος, οὐκ εἰμί.
John|18|18|εἱστήκεισαν δὲ οἱ δοῦλοι καὶ οἱ ὑπηρέται ἀνθρακιὰν πεποιηκότες, ὅτι ψῦχος ἦν, καὶ ἐθερμαίνοντο· ἦν δὲ καὶ ὁ πέτρος μετ᾽ αὐτῶν ἑστὼς καὶ θερμαινόμενος.
John|18|19|ὁ οὗν ἀρχιερεὺς ἠρώτησεν τὸν ἰησοῦν περὶ τῶν μαθητῶν αὐτοῦ καὶ περὶ τῆς διδαχῆς αὐτοῦ.
John|18|20|ἀπεκρίθη αὐτῶ ἰησοῦς, ἐγὼ παρρησίᾳ λελάληκα τῶ κόσμῳ· ἐγὼ πάντοτε ἐδίδαξα ἐν συναγωγῇ καὶ ἐν τῶ ἱερῶ, ὅπου πάντες οἱ ἰουδαῖοι συνέρχονται, καὶ ἐν κρυπτῶ ἐλάλησα οὐδέν.
John|18|21|τί με ἐρωτᾷς; ἐρώτησον τοὺς ἀκηκοότας τί ἐλάλησα αὐτοῖς· ἴδε οὖτοι οἴδασιν ἃ εἶπον ἐγώ.
John|18|22|ταῦτα δὲ αὐτοῦ εἰπόντος εἷς παρεστηκὼς τῶν ὑπηρετῶν ἔδωκεν ῥάπισμα τῶ ἰησοῦ εἰπών, οὕτως ἀποκρίνῃ τῶ ἀρχιερεῖ;
John|18|23|ἀπεκρίθη αὐτῶ ἰησοῦς, εἰ κακῶς ἐλάλησα, μαρτύρησον περὶ τοῦ κακοῦ· εἰ δὲ καλῶς, τί με δέρεις;
John|18|24|ἀπέστειλεν οὗν αὐτὸν ὁ ἅννας δεδεμένον πρὸς καϊάφαν τὸν ἀρχιερέα.
John|18|25|ἦν δὲ σίμων πέτρος ἑστὼς καὶ θερμαινόμενος. εἶπον οὗν αὐτῶ, μὴ καὶ σὺ ἐκ τῶν μαθητῶν αὐτοῦ εἶ; ἠρνήσατο ἐκεῖνος καὶ εἶπεν, οὐκ εἰμί.
John|18|26|λέγει εἷς ἐκ τῶν δούλων τοῦ ἀρχιερέως, συγγενὴς ὢν οὖ ἀπέκοψεν πέτρος τὸ ὠτίον, οὐκ ἐγώ σε εἶδον ἐν τῶ κήπῳ μετ᾽ αὐτοῦ;
John|18|27|πάλιν οὗν ἠρνήσατο πέτρος· καὶ εὐθέως ἀλέκτωρ ἐφώνησεν.
John|18|28|ἄγουσιν οὗν τὸν ἰησοῦν ἀπὸ τοῦ καϊάφα εἰς τὸ πραιτώριον· ἦν δὲ πρωΐ· καὶ αὐτοὶ οὐκ εἰσῆλθον εἰς τὸ πραιτώριον, ἵνα μὴ μιανθῶσιν ἀλλὰ φάγωσιν τὸ πάσχα.
John|18|29|ἐξῆλθεν οὗν ὁ πιλᾶτος ἔξω πρὸς αὐτοὺς καὶ φησίν, τίνα κατηγορίαν φέρετε [κατὰ] τοῦ ἀνθρώπου τούτου;
John|18|30|ἀπεκρίθησαν καὶ εἶπαν αὐτῶ, εἰ μὴ ἦν οὖτος κακὸν ποιῶν, οὐκ ἄν σοι παρεδώκαμεν αὐτόν.
John|18|31|εἶπεν οὗν αὐτοῖς ὁ πιλᾶτος, λάβετε αὐτὸν ὑμεῖς, καὶ κατὰ τὸν νόμον ὑμῶν κρίνατε αὐτόν. εἶπον αὐτῶ οἱ ἰουδαῖοι, ἡμῖν οὐκ ἔξεστιν ἀποκτεῖναι οὐδένα·
John|18|32|ἵνα ὁ λόγος τοῦ ἰησοῦ πληρωθῇ ὃν εἶπεν σημαίνων ποίῳ θανάτῳ ἤμελλεν ἀποθνῄσκειν.
John|18|33|εἰσῆλθεν οὗν πάλιν εἰς τὸ πραιτώριον ὁ πιλᾶτος καὶ ἐφώνησεν τὸν ἰησοῦν καὶ εἶπεν αὐτῶ, σὺ εἶ ὁ βασιλεὺς τῶν ἰουδαίων;
John|18|34|ἀπεκρίθη ἰησοῦς, ἀπὸ σεαυτοῦ σὺ τοῦτο λέγεις ἢ ἄλλοι εἶπόν σοι περὶ ἐμοῦ;
John|18|35|ἀπεκρίθη ὁ πιλᾶτος, μήτι ἐγὼ ἰουδαῖός εἰμι; τὸ ἔθνος τὸ σὸν καὶ οἱ ἀρχιερεῖς παρέδωκάν σε ἐμοί· τί ἐποίησας;
John|18|36|ἀπεκρίθη ἰησοῦς, ἡ βασιλεία ἡ ἐμὴ οὐκ ἔστιν ἐκ τοῦ κόσμου τούτου· εἰ ἐκ τοῦ κόσμου τούτου ἦν ἡ βασιλεία ἡ ἐμή, οἱ ὑπηρέται οἱ ἐμοὶ ἠγωνίζοντο [ἄν], ἵνα μὴ παραδοθῶ τοῖς ἰουδαίοις· νῦν δὲ ἡ βασιλεία ἡ ἐμὴ οὐκ ἔστιν ἐντεῦθεν.
John|18|37|εἶπεν οὗν αὐτῶ ὁ πιλᾶτος, οὐκοῦν βασιλεὺς εἶ σύ; ἀπεκρίθη ὁ ἰησοῦς, σὺ λέγεις ὅτι βασιλεύς εἰμι. ἐγὼ εἰς τοῦτο γεγέννημαι καὶ εἰς τοῦτο ἐλήλυθα εἰς τὸν κόσμον, ἵνα μαρτυρήσω τῇ ἀληθείᾳ· πᾶς ὁ ὢν ἐκ τῆς ἀληθείας ἀκούει μου τῆς φωνῆς.
John|18|38|λέγει αὐτῶ ὁ πιλᾶτος, τί ἐστιν ἀλήθεια; καὶ τοῦτο εἰπὼν πάλιν ἐξῆλθεν πρὸς τοὺς ἰουδαίους, καὶ λέγει αὐτοῖς, ἐγὼ οὐδεμίαν εὑρίσκω ἐν αὐτῶ αἰτίαν.
John|18|39|ἔστιν δὲ συνήθεια ὑμῖν ἵνα ἕνα ἀπολύσω ὑμῖν ἐν τῶ πάσχα· βούλεσθε οὗν ἀπολύσω ὑμῖν τὸν βασιλέα τῶν ἰουδαίων;
John|18|40|ἐκραύγασαν οὗν πάλιν λέγοντες, μὴ τοῦτον ἀλλὰ τὸν βαραββᾶν. ἦν δὲ ὁ βαραββᾶς λῃστής.
John|19|1|τότε οὗν ἔλαβεν ὁ πιλᾶτος τὸν ἰησοῦν καὶ ἐμαστίγωσεν.
John|19|2|καὶ οἱ στρατιῶται πλέξαντες στέφανον ἐξ ἀκανθῶν ἐπέθηκαν αὐτοῦ τῇ κεφαλῇ, καὶ ἱμάτιον πορφυροῦν περιέβαλον αὐτόν,
John|19|3|καὶ ἤρχοντο πρὸς αὐτὸν καὶ ἔλεγον, χαῖρε, ὁ βασιλεὺς τῶν ἰουδαίων· καὶ ἐδίδοσαν αὐτῶ ῥαπίσματα.
John|19|4|καὶ ἐξῆλθεν πάλιν ἔξω ὁ πιλᾶτος καὶ λέγει αὐτοῖς, ἴδε ἄγω ὑμῖν αὐτὸν ἔξω, ἵνα γνῶτε ὅτι οὐδεμίαν αἰτίαν εὑρίσκω ἐν αὐτῶ.
John|19|5|ἐξῆλθεν οὗν ὁ ἰησοῦς ἔξω, φορῶν τὸν ἀκάνθινον στέφανον καὶ τὸ πορφυροῦν ἱμάτιον. καὶ λέγει αὐτοῖς, ἰδοὺ ὁ ἄνθρωπος.
John|19|6|ὅτε οὗν εἶδον αὐτὸν οἱ ἀρχιερεῖς καὶ οἱ ὑπηρέται ἐκραύγασαν λέγοντες, σταύρωσον σταύρωσον. λέγει αὐτοῖς ὁ πιλᾶτος, λάβετε αὐτὸν ὑμεῖς καὶ σταυρώσατε, ἐγὼ γὰρ οὐχ εὑρίσκω ἐν αὐτῶ αἰτίαν.
John|19|7|ἀπεκρίθησαν αὐτῶ οἱ ἰουδαῖοι, ἡμεῖς νόμον ἔχομεν, καὶ κατὰ τὸν νόμον ὀφείλει ἀποθανεῖν, ὅτι υἱὸν θεοῦ ἑαυτὸν ἐποίησεν.
John|19|8|ὅτε οὗν ἤκουσεν ὁ πιλᾶτος τοῦτον τὸν λόγον, μᾶλλον ἐφοβήθη,
John|19|9|καὶ εἰσῆλθεν εἰς τὸ πραιτώριον πάλιν καὶ λέγει τῶ ἰησοῦ, πόθεν εἶ σύ; ὁ δὲ ἰησοῦς ἀπόκρισιν οὐκ ἔδωκεν αὐτῶ.
John|19|10|λέγει οὗν αὐτῶ ὁ πιλᾶτος, ἐμοὶ οὐ λαλεῖς; οὐκ οἶδας ὅτι ἐξουσίαν ἔχω ἀπολῦσαί σε καὶ ἐξουσίαν ἔχω σταυρῶσαί σε;
John|19|11|ἀπεκρίθη [αὐτῶ] ἰησοῦς, οὐκ εἶχες ἐξουσίαν κατ᾽ ἐμοῦ οὐδεμίαν εἰ μὴ ἦν δεδομένον σοι ἄνωθεν· διὰ τοῦτο ὁ παραδούς μέ σοι μείζονα ἁμαρτίαν ἔχει.
John|19|12|ἐκ τούτου ὁ πιλᾶτος ἐζήτει ἀπολῦσαι αὐτόν· οἱ δὲ ἰουδαῖοι ἐκραύγασαν λέγοντες, ἐὰν τοῦτον ἀπολύσῃς, οὐκ εἶ φίλος τοῦ καίσαρος· πᾶς ὁ βασιλέα ἑαυτὸν ποιῶν ἀντιλέγει τῶ καίσαρι.
John|19|13|ὁ οὗν πιλᾶτος ἀκούσας τῶν λόγων τούτων ἤγαγεν ἔξω τὸν ἰησοῦν, καὶ ἐκάθισεν ἐπὶ βήματος εἰς τόπον λεγόμενον λιθόστρωτον, ἑβραϊστὶ δὲ γαββαθα.
John|19|14|ἦν δὲ παρασκευὴ τοῦ πάσχα, ὥρα ἦν ὡς ἕκτη. καὶ λέγει τοῖς ἰουδαίοις, ἴδε ὁ βασιλεὺς ὑμῶν.
John|19|15|ἐκραύγασαν οὗν ἐκεῖνοι, ἆρον ἆρον, σταύρωσον αὐτόν. λέγει αὐτοῖς ὁ πιλᾶτος, τὸν βασιλέα ὑμῶν σταυρώσω; ἀπεκρίθησαν οἱ ἀρχιερεῖς, οὐκ ἔχομεν βασιλέα εἰ μὴ καίσαρα.
John|19|16|τότε οὗν παρέδωκεν αὐτὸν αὐτοῖς ἵνα σταυρωθῇ. παρέλαβον οὗν τὸν ἰησοῦν·
John|19|17|καὶ βαστάζων ἑαυτῶ τὸν σταυρὸν ἐξῆλθεν εἰς τὸν λεγόμενον κρανίου τόπον, ὃ λέγεται ἑβραϊστὶ γολγοθα,
John|19|18|ὅπου αὐτὸν ἐσταύρωσαν, καὶ μετ᾽ αὐτοῦ ἄλλους δύο ἐντεῦθεν καὶ ἐντεῦθεν, μέσον δὲ τὸν ἰησοῦν.
